InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
579900,82494L,Organic Vegetables,6,01-12-2021 08:34,2.95,15951,Mumbai,17.7,0.885,Female,Credit card
579900,22457,Fresh Fruits,6,01-12-2021 08:34,2.95,15951,Mumbai,17.7,0.885,Male,Cash
579900,21136,Chicken,8,01-12-2021 08:34,1.69,15951,Mumbai,13.52,0.676,Female,Ewallet
579900,84879,Health Drinks,8,01-12-2021 08:34,1.69,15951,Mumbai,13.52,0.676,Female,Credit card
579900,84832,Soft Drinks,12,01-12-2021 08:34,0.85,15951,Mumbai,10.2,0.51,Female,Ewallet
579900,23224,Cookies,12,01-12-2021 08:34,0.83,15951,Mumbai,9.96,0.498,Male,Ewallet
579900,22470,Cookies,6,01-12-2021 08:34,2.95,15951,Mumbai,17.7,0.885,Female,Credit card
579901,22055,Biscuits,8,01-12-2021 08:35,1.65,12569,Banglore,13.2,0.66,Female,Credit card
579901,21232,Eggs,12,01-12-2021 08:35,1.25,12569,Banglore,15,0.75,Female,Ewallet
579901,22649,Organic Vegetables,8,01-12-2021 08:35,4.95,12569,Banglore,39.6,1.98,Male,Ewallet
579901,37448,Noodles,12,01-12-2021 08:35,1.49,12569,Banglore,17.88,0.894,Female,Credit card
579901,37447,Noodles,12,01-12-2021 08:35,1.49,12569,Banglore,17.88,0.894,Male,Ewallet
579901,47559B,Cakes,10,01-12-2021 08:35,1.25,12569,Banglore,12.5,0.625,Female,Credit card
579901,47567B,Soft Drinks,3,01-12-2021 08:35,5.95,12569,Banglore,17.85,0.8925,Male,Cash
579901,23578,Soft Drinks,8,01-12-2021 08:35,1.95,12569,Banglore,15.6,0.78,Female,Credit card
579901,22398,Cakes,12,01-12-2021 08:35,0.39,12569,Banglore,4.68,0.234,Female,Credit card
579901,POST,Fresh Vegetables,3,01-12-2021 08:35,18,12569,Banglore,54,2.7,Male,Ewallet
C579902,23169,Organic Fruits,1,01-12-2021 08:39,4.15,13365,Mumbai,4.15,0.2075,Female,Cash
C579902,23165,Atta & Flour,2,01-12-2021 08:39,1.65,13365,Mumbai,3.3,0.165,Male,Credit card
C579902,22623,Fish,3,01-12-2021 08:39,5.95,13365,Mumbai,17.85,0.8925,Female,Credit card
C579902,22666,Dals & Pulses,3,01-12-2021 08:39,2.95,13365,Mumbai,8.85,0.4425,Female,Credit card
C579903,85159B,Mutton,7,01-12-2021 08:41,1.95,18130,Mumbai,13.65,0.6825,Female,Credit card
C579904,85066,Health Drinks,2,01-12-2021 08:43,12.75,17049,Mumbai,25.5,1.275,Female,Credit card
C579904,82486,Masalas,2,01-12-2021 08:43,8.95,17049,Mumbai,17.9,0.895,Male,Cash
C579904,82483,Noodles,2,01-12-2021 08:43,6.95,17049,Mumbai,13.9,0.695,Male,Cash
C579905,22197,Fish,12,01-12-2021 08:44,0.72,13078,Mumbai,8.64,0.432,Male,Ewallet
C579906,22621,Fresh Fruits,1,01-12-2021 08:46,1.65,17063,Mumbai,1.65,0.0825,Female,Ewallet
C579907,22169,Eggs,2,01-12-2021 08:48,7.65,,Hyderabad,15.3,0.765,Male,Cash
C579908,D,Mutton,1,01-12-2021 08:49,28.68,14527,Mumbai,28.68,1.434,Male,Cash
579909,90197B,Atta & Flour,1,01-12-2021 08:51,4.95,,Mumbai,4.95,0.2475,Female,Credit card
579909,90179C,Fresh Vegetables,1,01-12-2021 08:51,5.95,,Mumbai,5.95,0.2975,Female,Cash
579909,90179B,Atta & Flour,1,01-12-2021 08:51,5.95,,Mumbai,5.95,0.2975,Female,Cash
579909,84347,Masalas,3,01-12-2021 08:51,2.55,,Mumbai,7.65,0.3825,Male,Credit card
579909,21351,Mutton,1,01-12-2021 08:51,6.75,,Mumbai,6.75,0.3375,Female,Cash
579909,22806,Noodles,6,01-12-2021 08:51,2.95,,Mumbai,17.7,0.885,Male,Credit card
579909,23378,Cookies,1,01-12-2021 08:51,0.39,,Mumbai,0.39,0.0195,Female,Cash
579909,21616,Organic Vegetables,1,01-12-2021 08:51,1.25,,Mumbai,1.25,0.0625,Female,Cash
579909,23424,Soft Drinks,1,01-12-2021 08:51,4.95,,Mumbai,4.95,0.2475,Female,Credit card
579909,20894,Soft Drinks,1,01-12-2021 08:51,2.95,,Mumbai,2.95,0.1475,Male,Credit card
579909,23109,Organic Fruits,1,01-12-2021 08:51,2.89,,Mumbai,2.89,0.1445,Female,Credit card
579909,23199,Noodles,1,01-12-2021 08:51,2.08,,Mumbai,2.08,0.104,Female,Cash
579909,22896,Cookies,1,01-12-2021 08:51,2.55,,Mumbai,2.55,0.1275,Female,Ewallet
579909,21034,Organic Fruits,10,01-12-2021 08:51,0.95,,Mumbai,9.5,0.475,Male,Cash
579910,85034C,Health Drinks,24,01-12-2021 08:52,1.25,14911,Hyderabad,30,1.5,Male,Ewallet
579910,23111,Atta & Flour,2,01-12-2021 08:52,12.5,14911,Hyderabad,25,1.25,Female,Cash
579910,21212,Spices,24,01-12-2021 08:52,0.55,14911,Hyderabad,13.2,0.66,Male,Credit card
579910,84378,Soft Drinks,12,01-12-2021 08:52,1.45,14911,Hyderabad,17.4,0.87,Female,Cash
579910,20749,Organic Fruits,4,01-12-2021 08:52,7.95,14911,Hyderabad,31.8,1.59,Female,Cash
579910,20750,Spices,4,01-12-2021 08:52,7.95,14911,Hyderabad,31.8,1.59,Female,Credit card
579910,20970,Rice,4,01-12-2021 08:52,3.75,14911,Hyderabad,15,0.75,Female,Credit card
579910,22749,Eggs,4,01-12-2021 08:52,3.75,14911,Hyderabad,15,0.75,Male,Ewallet
579910,22766,Breads & Buns,8,01-12-2021 08:52,2.95,14911,Hyderabad,23.6,1.18,Male,Ewallet
579910,20973,Dals & Pulses,24,01-12-2021 08:52,0.65,14911,Hyderabad,15.6,0.78,Female,Ewallet
579910,21259,Chicken,2,01-12-2021 08:52,5.95,14911,Hyderabad,11.9,0.595,Female,Cash
579910,21257,Health Drinks,4,01-12-2021 08:52,7.95,14911,Hyderabad,31.8,1.59,Male,Cash
579910,22423,Atta & Flour,3,01-12-2021 08:52,12.75,14911,Hyderabad,38.25,1.9125,Female,Ewallet
579910,23270,Fresh Fruits,12,01-12-2021 08:52,1.45,14911,Hyderabad,17.4,0.87,Female,Cash
579910,C2,Chocolates,1,01-12-2021 08:52,50,14911,Hyderabad,50,2.5,Male,Credit card
C579911,84947,Fish,1,01-12-2021 08:53,1.25,14525,Mumbai,1.25,0.0625,Female,Ewallet
C579911,23085,Atta & Flour,1,01-12-2021 08:53,10.4,14525,Mumbai,10.4,0.52,Female,Cash
C579912,84949,Fresh Fruits,11,01-12-2021 08:54,1.45,17044,Mumbai,15.95,0.7975,Female,Ewallet
C579913,71477,Chocolates,1,01-12-2021 08:55,3.95,14626,Mumbai,3.95,0.1975,Female,Cash
C579914,22867,Spices,4,01-12-2021 08:56,2.1,13267,Mumbai,8.4,0.42,Male,Ewallet
C579914,23032,Cakes,4,01-12-2021 08:56,1.65,13267,Mumbai,6.6,0.33,Female,Ewallet
C579915,22726,Soft Drinks,2,01-12-2021 08:56,3.75,16570,Mumbai,7.5,0.375,Male,Credit card
579916,23081,Chocolates,16,01-12-2021 08:57,7.5,15187,Mumbai,120,6,Female,Ewallet
579916,23080,Fresh Fruits,32,01-12-2021 08:57,7.5,15187,Mumbai,240,12,Male,Credit card
579916,23084,Dals & Pulses,24,01-12-2021 08:57,1.79,15187,Mumbai,42.96,2.148,Male,Ewallet
579917,23312,Masalas,24,01-12-2021 08:58,4.15,15187,Mumbai,99.6,4.98,Female,Cash
C579918,23169,Health Drinks,2,01-12-2021 08:58,4.15,13410,Mumbai,8.3,0.415,Female,Cash
C579919,22636,Cookies,1,01-12-2021 09:00,8.5,17540,Mumbai,8.5,0.425,Male,Cash
579920,22791,Eggs,144,01-12-2021 09:02,1.06,16839,Mumbai,152.64,7.632,Male,Cash
579920,84970S,Fresh Fruits,144,01-12-2021 09:02,0.72,16839,Mumbai,103.68,5.184,Female,Cash
579920,23221,Dals & Pulses,24,01-12-2021 09:02,0.83,16839,Mumbai,19.92,0.996,Female,Credit card
579920,84947,Breads & Buns,72,01-12-2021 09:02,1.06,16839,Mumbai,76.32,3.816,Female,Ewallet
579921,22941,Edible Oil & Ghee,24,01-12-2021 09:03,7.65,16839,Mumbai,183.6,9.18,Female,Ewallet
579921,22178,Fresh Vegetables,96,01-12-2021 09:03,1.65,16839,Mumbai,158.4,7.92,Male,Cash
579921,23100,Noodles,12,01-12-2021 09:03,1.25,16839,Mumbai,15,0.75,Male,Credit card
579921,23221,Chocolates,24,01-12-2021 09:03,0.83,16839,Mumbai,19.92,0.996,Male,Ewallet
579921,22297,Organic Fruits,24,01-12-2021 09:03,1.25,16839,Mumbai,30,1.5,Male,Cash
579921,22296,Organic Vegetables,12,01-12-2021 09:03,1.65,16839,Mumbai,19.8,0.99,Male,Credit card
579921,22667,Rice,24,01-12-2021 09:03,2.55,16839,Mumbai,61.2,3.06,Female,Cash
579922,23328,Chicken,48,01-12-2021 09:06,3.39,13854,Mumbai,162.72,8.136,Female,Credit card
579922,20749,Organic Vegetables,12,01-12-2021 09:06,6.35,13854,Mumbai,76.2,3.81,Female,Credit card
579922,84879,Cakes,24,01-12-2021 09:06,1.69,13854,Mumbai,40.56,2.028,Female,Ewallet
579922,21386,Mutton,72,01-12-2021 09:06,0.19,13854,Mumbai,13.68,0.684,Female,Ewallet
579922,85194S,Soft Drinks,48,01-12-2021 09:06,0.19,13854,Mumbai,9.12,0.456,Female,Cash
C579923,22505,Breads & Buns,1,01-12-2021 09:06,4.95,17071,Mumbai,4.95,0.2475,Female,Credit card
C579924,23168,Organic Vegetables,3,01-12-2021 09:13,1.25,16293,Mumbai,3.75,0.1875,Male,Ewallet
C579925,21240,Mutton,3,01-12-2021 09:16,0.85,15544,Mumbai,2.55,0.1275,Male,Ewallet
C579926,22355,Spices,1,01-12-2021 09:19,0.72,14389,Mumbai,0.72,0.036,Male,Credit card
C579926,85099C,Rice,1,01-12-2021 09:19,2.08,14389,Mumbai,2.08,0.104,Male,Ewallet
C579926,85099B,Atta & Flour,1,01-12-2021 09:19,2.08,14389,Mumbai,2.08,0.104,Female,Credit card
C579926,23207,Chocolates,2,01-12-2021 09:19,1.65,14389,Mumbai,3.3,0.165,Male,Credit card
C579926,23204,Soft Drinks,2,01-12-2021 09:19,0.72,14389,Mumbai,1.44,0.072,Female,Cash
C579926,23199,Fish,5,01-12-2021 09:19,2.08,14389,Mumbai,10.4,0.52,Male,Credit card
C579926,23200,Cakes,1,01-12-2021 09:19,2.08,14389,Mumbai,2.08,0.104,Male,Cash
C579926,20727,Health Drinks,2,01-12-2021 09:19,1.65,14389,Mumbai,3.3,0.165,Female,Credit card
579927,22423,Organic Fruits,4,01-12-2021 09:20,12.75,12572,Banglore,51,2.55,Male,Ewallet
579927,22698,Spices,6,01-12-2021 09:20,2.95,12572,Banglore,17.7,0.885,Female,Credit card
579927,22699,Eggs,6,01-12-2021 09:20,2.95,12572,Banglore,17.7,0.885,Male,Ewallet
579927,22697,Noodles,6,01-12-2021 09:20,2.95,12572,Banglore,17.7,0.885,Male,Credit card
579927,21871,Mutton,36,01-12-2021 09:20,1.45,12572,Banglore,52.2,2.61,Male,Cash
579927,22725,Biscuits,4,01-12-2021 09:20,3.75,12572,Banglore,15,0.75,Male,Ewallet
579927,22727,Masalas,4,01-12-2021 09:20,3.75,12572,Banglore,15,0.75,Female,Credit card
579927,22726,Atta & Flour,4,01-12-2021 09:20,3.75,12572,Banglore,15,0.75,Male,Ewallet
579927,22728,Fish,4,01-12-2021 09:20,3.75,12572,Banglore,15,0.75,Female,Ewallet
579927,22730,Mutton,4,01-12-2021 09:20,3.75,12572,Banglore,15,0.75,Female,Ewallet
579927,22734,Edible Oil & Ghee,6,01-12-2021 09:20,2.89,12572,Banglore,17.34,0.867,Male,Ewallet
579927,23406,Organic Staples,2,01-12-2021 09:20,6.25,12572,Banglore,12.5,0.625,Female,Credit card
579927,22786,Fresh Vegetables,2,01-12-2021 09:20,5.95,12572,Banglore,11.9,0.595,Female,Ewallet
579927,23174,Health Drinks,4,01-12-2021 09:20,4.15,12572,Banglore,16.6,0.83,Male,Credit card
579927,21537,Fish,4,01-12-2021 09:20,4.25,12572,Banglore,17,0.85,Male,Ewallet
579927,23172,Rice,12,01-12-2021 09:20,1.65,12572,Banglore,19.8,0.99,Female,Ewallet
579927,23170,Chocolates,12,01-12-2021 09:20,1.65,12572,Banglore,19.8,0.99,Female,Credit card
579927,23171,Cookies,12,01-12-2021 09:20,1.65,12572,Banglore,19.8,0.99,Female,Credit card
579927,23173,Organic Staples,2,01-12-2021 09:20,9.95,12572,Banglore,19.9,0.995,Male,Credit card
579927,22913,Noodles,3,01-12-2021 09:20,4.95,12572,Banglore,14.85,0.7425,Female,Credit card
579927,22914,Fresh Vegetables,3,01-12-2021 09:20,4.95,12572,Banglore,14.85,0.7425,Male,Ewallet
579927,22984,Cookies,12,01-12-2021 09:20,0.42,12572,Banglore,5.04,0.252,Male,Ewallet
579927,23175,Edible Oil & Ghee,4,01-12-2021 09:20,3.25,12572,Banglore,13,0.65,Female,Credit card
579927,POST,Soft Drinks,3,01-12-2021 09:20,18,12572,Banglore,54,2.7,Female,Cash
C579928,23485,Dals & Pulses,1,01-12-2021 09:29,25,14121,Mumbai,25,1.25,Male,Cash
C579929,22768,Soft Drinks,2,01-12-2021 09:34,9.95,17828,Gurgaon,19.9,0.995,Female,Ewallet
C579929,85034C,Fish,1,01-12-2021 09:34,1.25,17828,Gurgaon,1.25,0.0625,Male,Cash
C579929,72807C,Chocolates,1,01-12-2021 09:34,4.25,17828,Gurgaon,4.25,0.2125,Male,Cash
C579929,22307,Cookies,1,01-12-2021 09:34,1.06,17828,Gurgaon,1.06,0.053,Female,Credit card
C579929,72741,Atta & Flour,3,01-12-2021 09:34,1.45,17828,Gurgaon,4.35,0.2175,Female,Cash
C579930,23251,Health Drinks,1,01-12-2021 09:36,1.25,15563,Mumbai,1.25,0.0625,Female,Credit card
C579930,22720,Chocolates,2,01-12-2021 09:36,4.95,15563,Mumbai,9.9,0.495,Male,Cash
C579931,23207,Mutton,10,01-12-2021 09:39,1.65,13115,Mumbai,16.5,0.825,Female,Ewallet
C579932,22768,Spices,1,01-12-2021 09:42,9.95,14950,Mumbai,9.95,0.4975,Female,Ewallet
C579933,22423,Chicken,1,01-12-2021 09:44,12.75,14853,Mumbai,12.75,0.6375,Male,Ewallet
C579934,21422,Dals & Pulses,2,01-12-2021 09:44,0.85,14860,Mumbai,1.7,0.085,Male,Cash
C579935,71477,Health Drinks,6,01-12-2021 09:46,3.95,14188,Mumbai,23.7,1.185,Female,Credit card
579936,21787,Dals & Pulses,1200,01-12-2021 10:07,0.65,12901,Mumbai,780,39,Female,Ewallet
579937,21498,Organic Vegetables,25,01-12-2021 10:10,0.42,13509,Mumbai,10.5,0.525,Female,Ewallet
579937,21500,Fresh Vegetables,25,01-12-2021 10:10,0.42,13509,Mumbai,10.5,0.525,Male,Cash
579937,21499,Organic Fruits,25,01-12-2021 10:10,0.42,13509,Mumbai,10.5,0.525,Male,Credit card
579937,20975,Spices,48,01-12-2021 10:10,0.65,13509,Mumbai,31.2,1.56,Female,Credit card
579937,22090,Noodles,12,01-12-2021 10:10,2.95,13509,Mumbai,35.4,1.77,Male,Cash
579938,21731,Organic Fruits,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Female,Credit card
579938,23084,Atta & Flour,6,01-12-2021 10:18,2.08,14146,Mumbai,12.48,0.624,Male,Ewallet
579938,23192,Cookies,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Credit card
579938,23190,Health Drinks,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Cash
579938,23439,Edible Oil & Ghee,12,01-12-2021 10:18,2.1,14146,Mumbai,25.2,1.26,Male,Ewallet
579938,22866,Organic Staples,12,01-12-2021 10:18,2.1,14146,Mumbai,25.2,1.26,Female,Credit card
579938,22865,Dals & Pulses,12,01-12-2021 10:18,2.1,14146,Mumbai,25.2,1.26,Male,Credit card
579938,22867,Noodles,12,01-12-2021 10:18,2.1,14146,Mumbai,25.2,1.26,Male,Ewallet
579938,23355,Cakes,4,01-12-2021 10:18,4.95,14146,Mumbai,19.8,0.99,Female,Cash
579938,23356,Soft Drinks,3,01-12-2021 10:18,5.95,14146,Mumbai,17.85,0.8925,Female,Ewallet
579938,21484,Organic Fruits,4,01-12-2021 10:18,4.25,14146,Mumbai,17,0.85,Female,Cash
579938,21481,Soft Drinks,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Male,Ewallet
579938,22111,Organic Fruits,3,01-12-2021 10:18,4.95,14146,Mumbai,14.85,0.7425,Male,Cash
579938,22114,Fresh Vegetables,4,01-12-2021 10:18,4.25,14146,Mumbai,17,0.85,Female,Cash
579938,23493,Health Drinks,10,01-12-2021 10:18,1.95,14146,Mumbai,19.5,0.975,Female,Credit card
579938,23562,Masalas,6,01-12-2021 10:18,2.89,14146,Mumbai,17.34,0.867,Female,Credit card
579938,23328,Eggs,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Female,Ewallet
579938,84378,Edible Oil & Ghee,12,01-12-2021 10:18,1.45,14146,Mumbai,17.4,0.87,Female,Credit card
579938,84380,Breads & Buns,12,01-12-2021 10:18,1.45,14146,Mumbai,17.4,0.87,Male,Cash
579938,84375,Organic Staples,12,01-12-2021 10:18,2.1,14146,Mumbai,25.2,1.26,Male,Ewallet
579938,22697,Mutton,6,01-12-2021 10:18,2.95,14146,Mumbai,17.7,0.885,Female,Cash
579938,22698,Eggs,6,01-12-2021 10:18,2.95,14146,Mumbai,17.7,0.885,Female,Cash
579938,23245,Organic Staples,4,01-12-2021 10:18,4.95,14146,Mumbai,19.8,0.99,Female,Credit card
579938,22423,Cakes,1,01-12-2021 10:18,12.75,14146,Mumbai,12.75,0.6375,Female,Ewallet
579938,23175,Organic Staples,4,01-12-2021 10:18,3.25,14146,Mumbai,13,0.65,Male,Cash
579938,23174,Masalas,4,01-12-2021 10:18,4.15,14146,Mumbai,16.6,0.83,Female,Ewallet
579938,23173,Spices,2,01-12-2021 10:18,9.95,14146,Mumbai,19.9,0.995,Male,Cash
579938,22699,Mutton,6,01-12-2021 10:18,2.95,14146,Mumbai,17.7,0.885,Female,Credit card
579938,21876,Chicken,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Credit card
579938,21877,Eggs,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Ewallet
579938,21874,Mutton,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Female,Cash
579938,23294,Soft Drinks,8,01-12-2021 10:18,0.83,14146,Mumbai,6.64,0.332,Female,Ewallet
579938,23293,Organic Vegetables,8,01-12-2021 10:18,0.83,14146,Mumbai,6.64,0.332,Male,Ewallet
579938,23295,Chicken,8,01-12-2021 10:18,0.83,14146,Mumbai,6.64,0.332,Female,Credit card
579938,22726,Soft Drinks,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Female,Ewallet
579938,22725,Rice,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Female,Ewallet
579938,22730,Health Drinks,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Female,Cash
579938,22728,Noodles,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Male,Cash
579938,22727,Rice,4,01-12-2021 10:18,3.75,14146,Mumbai,15,0.75,Male,Ewallet
579938,84946,Masalas,12,01-12-2021 10:18,1.25,14146,Mumbai,15,0.75,Female,Credit card
579938,22465,Organic Fruits,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Ewallet
579938,84945,Fresh Vegetables,12,01-12-2021 10:18,0.85,14146,Mumbai,10.2,0.51,Male,Ewallet
579938,22294,Dals & Pulses,24,01-12-2021 10:18,1.25,14146,Mumbai,30,1.5,Male,Credit card
579938,23228,Fish,24,01-12-2021 10:18,1.25,14146,Mumbai,30,1.5,Male,Cash
579938,23453,Fish,8,01-12-2021 10:18,1.95,14146,Mumbai,15.6,0.78,Female,Cash
579938,23452,Soft Drinks,6,01-12-2021 10:18,1.95,14146,Mumbai,11.7,0.585,Female,Credit card
579938,23451,Chicken,6,01-12-2021 10:18,1.95,14146,Mumbai,11.7,0.585,Female,Ewallet
579938,84879,Chicken,8,01-12-2021 10:18,1.69,14146,Mumbai,13.52,0.676,Male,Ewallet
579938,23041,Organic Staples,4,01-12-2021 10:18,4.15,14146,Mumbai,16.6,0.83,Male,Cash
579938,23040,Cookies,3,01-12-2021 10:18,5.75,14146,Mumbai,17.25,0.8625,Female,Ewallet
579938,23109,Edible Oil & Ghee,6,01-12-2021 10:18,2.89,14146,Mumbai,17.34,0.867,Male,Credit card
579938,22576,Health Drinks,12,01-12-2021 10:18,0.85,14146,Mumbai,10.2,0.51,Male,Ewallet
579938,22596,Breads & Buns,12,01-12-2021 10:18,1.25,14146,Mumbai,15,0.75,Female,Credit card
579938,35970,Soft Drinks,12,01-12-2021 10:18,1.69,14146,Mumbai,20.28,1.014,Male,Cash
579938,23274,Dals & Pulses,12,01-12-2021 10:18,1.65,14146,Mumbai,19.8,0.99,Male,Credit card
579938,23225,Cookies,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Male,Credit card
579938,23220,Soft Drinks,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Male,Cash
579938,23224,Organic Fruits,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Female,Cash
579938,23221,Cakes,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Female,Ewallet
579938,23214,Breads & Buns,12,01-12-2021 10:18,2.08,14146,Mumbai,24.96,1.248,Male,Cash
579938,23215,Organic Vegetables,12,01-12-2021 10:18,2.08,14146,Mumbai,24.96,1.248,Female,Ewallet
579938,23103,Cookies,24,01-12-2021 10:18,1.65,14146,Mumbai,39.6,1.98,Male,Credit card
579938,23492,Cakes,2,01-12-2021 10:18,8.25,14146,Mumbai,16.5,0.825,Female,Credit card
579938,23491,Health Drinks,2,01-12-2021 10:18,8.25,14146,Mumbai,16.5,0.825,Female,Ewallet
579938,22595,Edible Oil & Ghee,12,01-12-2021 10:18,0.85,14146,Mumbai,10.2,0.51,Male,Credit card
579938,23354,Masalas,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Male,Ewallet
579938,23352,Biscuits,12,01-12-2021 10:18,1.25,14146,Mumbai,15,0.75,Female,Credit card
579938,85049E,Fish,12,01-12-2021 10:18,1.25,14146,Mumbai,15,0.75,Male,Credit card
579938,23353,Organic Fruits,12,01-12-2021 10:18,0.83,14146,Mumbai,9.96,0.498,Female,Credit card
