InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
540004,84946,Noodles,72,04-01-2021 10:37,1.06,13094,Mumbai,76.32,3.816,Female,Ewallet
540005,84813,Cookies,8,04-01-2021 10:38,3.95,17315,Mumbai,31.6,1.58,Female,Credit card
540005,47504K,Breads & Buns,24,04-01-2021 10:38,0.85,17315,Mumbai,20.4,1.02,Female,Credit card
540005,21381,Fish,2,04-01-2021 10:38,1.69,17315,Mumbai,3.38,0.169,Male,Credit card
540005,22699,Chicken,1,04-01-2021 10:38,2.95,17315,Mumbai,2.95,0.1475,Male,Credit card
540005,85062,Noodles,12,04-01-2021 10:38,1.65,17315,Mumbai,19.8,0.99,Female,Ewallet
540005,22780,Organic Staples,1,04-01-2021 10:38,4.25,17315,Mumbai,4.25,0.2125,Female,Ewallet
540005,22779,Dals & Pulses,1,04-01-2021 10:38,4.25,17315,Mumbai,4.25,0.2125,Female,Credit card
540005,22178,Noodles,15,04-01-2021 10:38,1.25,17315,Mumbai,18.75,0.9375,Female,Cash
540005,21034,Soft Drinks,1,04-01-2021 10:38,0.95,17315,Mumbai,0.95,0.0475,Female,Cash
540005,84949,Soft Drinks,6,04-01-2021 10:38,1.65,17315,Mumbai,9.9,0.495,Male,Ewallet
540005,85062,Rice,6,04-01-2021 10:38,1.65,17315,Mumbai,9.9,0.495,Male,Cash
540005,22403,Chocolates,24,04-01-2021 10:38,0.42,17315,Mumbai,10.08,0.504,Female,Cash
540005,84766,Soft Drinks,12,04-01-2021 10:38,1.95,17315,Mumbai,23.4,1.17,Female,Credit card
540005,21034,Organic Fruits,1,04-01-2021 10:38,0.95,17315,Mumbai,0.95,0.0475,Female,Cash
540005,21615,Soft Drinks,12,04-01-2021 10:38,1.25,17315,Mumbai,15,0.75,Female,Credit card
540005,21618,Chocolates,12,04-01-2021 10:38,1.25,17315,Mumbai,15,0.75,Male,Cash
C540006,21306,Fresh Vegetables,-1,04-01-2021 10:48,2.1,14606,Mumbai,-2.1,-0.105,Female,Ewallet
C540006,84352,Chicken,-1,04-01-2021 10:48,16.95,14606,Mumbai,-16.95,-0.8475,Male,Ewallet
C540006,22423,Chocolates,-1,04-01-2021 10:48,12.75,14606,Mumbai,-12.75,-0.6375,Female,Ewallet
C540007,21055,Cakes,-6,04-01-2021 11:08,8.95,15379,Mumbai,-53.7,-2.685,Male,Cash
C540007,22274,Fish,-6,04-01-2021 11:08,2.95,15379,Mumbai,-17.7,-0.885,Male,Credit card
540008,85230F,Soft Drinks,-48,04-01-2021 11:10,0,,Mumbai,0,0,Female,Ewallet
540009,22158,Chicken,-120,04-01-2021 11:10,0,,Mumbai,0,0,Female,Ewallet
540010,22501,Mutton,-100,04-01-2021 11:13,0,,Mumbai,0,0,Male,Cash
540011,22501,Soft Drinks,30,04-01-2021 11:13,0,,Mumbai,0,0,Female,Credit card
540012,22502,Health Drinks,-100,04-01-2021 11:14,0,,Mumbai,0,0,Female,Credit card
540013,22794,Spices,1,04-01-2021 11:30,7.95,16255,Mumbai,7.95,0.3975,Female,Cash
540013,22588,Eggs,2,04-01-2021 11:30,2.55,16255,Mumbai,5.1,0.255,Female,Credit card
540013,22961,Organic Vegetables,6,04-01-2021 11:30,1.45,16255,Mumbai,8.7,0.435,Male,Ewallet
540013,22585,Eggs,5,04-01-2021 11:30,1.25,16255,Mumbai,6.25,0.3125,Male,Credit card
540013,21080,Noodles,5,04-01-2021 11:30,0.85,16255,Mumbai,4.25,0.2125,Female,Cash
540013,22851,Fish,2,04-01-2021 11:30,0.85,16255,Mumbai,1.7,0.085,Male,Ewallet
540013,22723,Breads & Buns,3,04-01-2021 11:30,3.95,16255,Mumbai,11.85,0.5925,Male,Credit card
540013,22151,Organic Fruits,72,04-01-2021 11:30,0.42,16255,Mumbai,30.24,1.512,Male,Credit card
540013,21535,Fresh Vegetables,2,04-01-2021 11:30,2.55,16255,Mumbai,5.1,0.255,Male,Ewallet
540013,21531,Organic Fruits,2,04-01-2021 11:30,2.55,16255,Mumbai,5.1,0.255,Female,Cash
540013,22667,Health Drinks,5,04-01-2021 11:30,2.95,16255,Mumbai,14.75,0.7375,Female,Ewallet
540013,21034,Fresh Fruits,1,04-01-2021 11:30,0.95,16255,Mumbai,0.95,0.0475,Female,Cash
540013,22776,Biscuits,1,04-01-2021 11:30,9.95,16255,Mumbai,9.95,0.4975,Male,Ewallet
540013,79321,Eggs,5,04-01-2021 11:30,4.95,16255,Mumbai,24.75,1.2375,Male,Cash
540013,85064,Edible Oil & Ghee,2,04-01-2021 11:30,5.45,16255,Mumbai,10.9,0.545,Female,Cash
540013,85066,Rice,1,04-01-2021 11:30,12.75,16255,Mumbai,12.75,0.6375,Male,Credit card
540013,22197,Cakes,19,04-01-2021 11:30,0.85,16255,Mumbai,16.15,0.8075,Male,Credit card
540013,22862,Breads & Buns,2,04-01-2021 11:30,4.25,16255,Mumbai,8.5,0.425,Female,Ewallet
540013,22558,Biscuits,4,04-01-2021 11:30,1.49,16255,Mumbai,5.96,0.298,Male,Credit card
540013,20914,Fresh Vegetables,5,04-01-2021 11:30,2.95,16255,Mumbai,14.75,0.7375,Male,Cash
540013,22763,Eggs,1,04-01-2021 11:30,9.95,16255,Mumbai,9.95,0.4975,Male,Ewallet
540013,22507,Health Drinks,2,04-01-2021 11:30,4.95,16255,Mumbai,9.9,0.495,Male,Cash
540013,22505,Biscuits,2,04-01-2021 11:30,4.95,16255,Mumbai,9.9,0.495,Female,Cash
540013,22170,Organic Staples,4,04-01-2021 11:30,6.75,16255,Mumbai,27,1.35,Female,Credit card
540013,22169,Organic Vegetables,1,04-01-2021 11:30,8.5,16255,Mumbai,8.5,0.425,Male,Ewallet
540013,21901,Organic Staples,2,04-01-2021 11:30,0.65,16255,Mumbai,1.3,0.065,Female,Cash
540013,21900,Organic Fruits,5,04-01-2021 11:30,0.65,16255,Mumbai,3.25,0.1625,Male,Ewallet
540013,21899,Soft Drinks,6,04-01-2021 11:30,0.65,16255,Mumbai,3.9,0.195,Female,Cash
540013,84378,Atta & Flour,2,04-01-2021 11:30,1.25,16255,Mumbai,2.5,0.125,Female,Credit card
540013,22556,Fresh Fruits,2,04-01-2021 11:30,1.65,16255,Mumbai,3.3,0.165,Male,Credit card
540013,22555,Fish,2,04-01-2021 11:30,1.65,16255,Mumbai,3.3,0.165,Male,Ewallet
540013,84991,Cookies,4,04-01-2021 11:30,0.55,16255,Mumbai,2.2,0.11,Female,Cash
540013,22417,Chocolates,4,04-01-2021 11:30,0.55,16255,Mumbai,2.2,0.11,Male,Ewallet
540013,22795,Spices,1,04-01-2021 11:30,6.75,16255,Mumbai,6.75,0.3375,Female,Ewallet
540014,21654,Rice,1,04-01-2021 11:34,1.45,14606,Mumbai,1.45,0.0725,Male,Credit card
540014,84499,Cakes,6,04-01-2021 11:34,0.85,14606,Mumbai,5.1,0.255,Female,Ewallet
540014,21661,Masalas,1,04-01-2021 11:34,5.95,14606,Mumbai,5.95,0.2975,Male,Ewallet
540014,21703,Organic Vegetables,3,04-01-2021 11:34,0.42,14606,Mumbai,1.26,0.063,Female,Cash
540014,22274,Dals & Pulses,1,04-01-2021 11:34,2.95,14606,Mumbai,2.95,0.1475,Female,Cash
540014,22909,Spices,1,04-01-2021 11:34,0.85,14606,Mumbai,0.85,0.0425,Male,Ewallet
540014,85176,Noodles,1,04-01-2021 11:34,0.85,14606,Mumbai,0.85,0.0425,Female,Credit card
540014,21564,Rice,1,04-01-2021 11:34,2.95,14606,Mumbai,2.95,0.1475,Female,Ewallet
540014,85049B,Health Drinks,1,04-01-2021 11:34,1.25,14606,Mumbai,1.25,0.0625,Male,Ewallet
540014,85194L,Eggs,1,04-01-2021 11:34,0.85,14606,Mumbai,0.85,0.0425,Male,Credit card
540014,85194L,Eggs,1,04-01-2021 11:34,0.85,14606,Mumbai,0.85,0.0425,Male,Cash
540014,22153,Fresh Vegetables,1,04-01-2021 11:34,0.42,14606,Mumbai,0.42,0.021,Female,Cash
540014,21947,Chocolates,2,04-01-2021 11:34,1.25,14606,Mumbai,2.5,0.125,Female,Credit card
540014,22261,Soft Drinks,2,04-01-2021 11:34,0.85,14606,Mumbai,1.7,0.085,Male,Ewallet
540014,22262,Spices,6,04-01-2021 11:34,0.85,14606,Mumbai,5.1,0.255,Female,Ewallet
540014,84849B,Noodles,2,04-01-2021 11:34,1.69,14606,Mumbai,3.38,0.169,Male,Cash
540014,22494,Health Drinks,2,04-01-2021 11:34,1.25,14606,Mumbai,2.5,0.125,Male,Ewallet
540014,15056BL,Health Drinks,3,04-01-2021 11:34,5.95,14606,Mumbai,17.85,0.8925,Female,Credit card
540014,21524,Soft Drinks,1,04-01-2021 11:34,7.95,14606,Mumbai,7.95,0.3975,Male,Ewallet
540014,48173C,Spices,1,04-01-2021 11:34,7.95,14606,Mumbai,7.95,0.3975,Male,Credit card
540014,22414,Eggs,1,04-01-2021 11:34,7.95,14606,Mumbai,7.95,0.3975,Female,Cash
540014,22241,Organic Fruits,12,04-01-2021 11:34,1.25,14606,Mumbai,15,0.75,Female,Credit card
540014,22608,Noodles,36,04-01-2021 11:34,0.21,14606,Mumbai,7.56,0.378,Female,Credit card
540014,22540,Atta & Flour,4,04-01-2021 11:34,0.42,14606,Mumbai,1.68,0.084,Female,Cash
540014,84832,Chocolates,1,04-01-2021 11:34,0.85,14606,Mumbai,0.85,0.0425,Female,Cash
540014,22499,Health Drinks,1,04-01-2021 11:34,5.95,14606,Mumbai,5.95,0.2975,Female,Ewallet
540014,20971,Noodles,1,04-01-2021 11:34,1.25,14606,Mumbai,1.25,0.0625,Male,Cash
540014,20972,Atta & Flour,1,04-01-2021 11:34,1.25,14606,Mumbai,1.25,0.0625,Male,Ewallet
540014,85129C,Atta & Flour,1,04-01-2021 11:34,1.25,14606,Mumbai,1.25,0.0625,Male,Credit card
540014,22179,Mutton,1,04-01-2021 11:34,6.75,14606,Mumbai,6.75,0.3375,Male,Credit card
540014,21889,Fish,1,04-01-2021 11:34,1.25,14606,Mumbai,1.25,0.0625,Male,Ewallet
540014,21628,Biscuits,1,04-01-2021 11:34,14.95,14606,Mumbai,14.95,0.7475,Male,Credit card
540014,21627,Chocolates,1,04-01-2021 11:34,14.95,14606,Mumbai,14.95,0.7475,Male,Ewallet
540014,21630,Mutton,1,04-01-2021 11:34,8.95,14606,Mumbai,8.95,0.4475,Female,Credit card
540014,22381,Health Drinks,3,04-01-2021 11:34,2.1,14606,Mumbai,6.3,0.315,Male,Credit card
540014,22379,Biscuits,2,04-01-2021 11:34,2.1,14606,Mumbai,4.2,0.21,Male,Credit card
540014,21657,Eggs,1,04-01-2021 11:34,6.95,14606,Mumbai,6.95,0.3475,Female,Cash
540014,20772,Organic Vegetables,1,04-01-2021 11:34,2.55,14606,Mumbai,2.55,0.1275,Female,Cash
540014,20996,Atta & Flour,9,04-01-2021 11:34,0.42,14606,Mumbai,3.78,0.189,Female,Ewallet
540014,22385,Organic Vegetables,2,04-01-2021 11:34,1.95,14606,Mumbai,3.9,0.195,Male,Ewallet
540014,22380,Soft Drinks,1,04-01-2021 11:34,2.1,14606,Mumbai,2.1,0.105,Male,Ewallet
540014,22276,Soft Drinks,1,04-01-2021 11:34,2.55,14606,Mumbai,2.55,0.1275,Female,Ewallet
540014,22166,Chicken,1,04-01-2021 11:34,7.95,14606,Mumbai,7.95,0.3975,Female,Credit card
540014,85123A,Biscuits,6,04-01-2021 11:34,2.95,14606,Mumbai,17.7,0.885,Male,Ewallet
540014,21781,Rice,1,04-01-2021 11:34,14.95,14606,Mumbai,14.95,0.7475,Male,Ewallet
540014,22426,Eggs,1,04-01-2021 11:34,3.75,14606,Mumbai,3.75,0.1875,Male,Cash
540014,21470,Fish,1,04-01-2021 11:34,3.75,14606,Mumbai,3.75,0.1875,Female,Cash
540014,22483,Biscuits,1,04-01-2021 11:34,2.95,14606,Mumbai,2.95,0.1475,Female,Cash
540014,84352,Atta & Flour,1,04-01-2021 11:34,16.95,14606,Mumbai,16.95,0.8475,Female,Cash
540014,84509A,Breads & Buns,2,04-01-2021 11:34,3.75,14606,Mumbai,7.5,0.375,Male,Ewallet
540014,22423,Breads & Buns,1,04-01-2021 11:34,12.75,14606,Mumbai,12.75,0.6375,Male,Cash
540014,85034A,Cookies,1,04-01-2021 11:34,4.25,14606,Mumbai,4.25,0.2125,Male,Cash
540014,85114C,Spices,4,04-01-2021 11:34,1.65,14606,Mumbai,6.6,0.33,Female,Ewallet
540014,21210,Atta & Flour,1,04-01-2021 11:34,1.45,14606,Mumbai,1.45,0.0725,Female,Credit card
540014,21035,Atta & Flour,1,04-01-2021 11:34,2.95,14606,Mumbai,2.95,0.1475,Female,Credit card
540014,22480,Spices,4,04-01-2021 11:34,1.25,14606,Mumbai,5,0.25,Male,Credit card
540014,22327,Noodles,2,04-01-2021 11:34,2.95,14606,Mumbai,5.9,0.295,Female,Ewallet
540014,22476,Eggs,6,04-01-2021 11:34,4.95,14606,Mumbai,29.7,1.485,Male,Cash
540015,22985,Noodles,25,04-01-2021 11:40,0.42,13319,Mumbai,10.5,0.525,Female,Credit card
540015,22704,Health Drinks,25,04-01-2021 11:40,0.42,13319,Mumbai,10.5,0.525,Female,Cash
540015,22711,Fish,25,04-01-2021 11:40,0.42,13319,Mumbai,10.5,0.525,Male,Credit card
540015,22720,Chocolates,6,04-01-2021 11:40,4.95,13319,Mumbai,29.7,1.485,Female,Credit card
540015,22722,Rice,8,04-01-2021 11:40,3.95,13319,Mumbai,31.6,1.58,Female,Credit card
540015,22930,Fish,6,04-01-2021 11:40,2.55,13319,Mumbai,15.3,0.765,Male,Cash
540015,22960,Organic Vegetables,6,04-01-2021 11:40,4.25,13319,Mumbai,25.5,1.275,Male,Ewallet
540015,22961,Edible Oil & Ghee,12,04-01-2021 11:40,1.45,13319,Mumbai,17.4,0.87,Female,Ewallet
540015,22969,Cakes,24,04-01-2021 11:40,1.45,13319,Mumbai,34.8,1.74,Female,Ewallet
540015,21212,Rice,24,04-01-2021 11:40,0.55,13319,Mumbai,13.2,0.66,Male,Ewallet
540015,21481,Chocolates,6,04-01-2021 11:40,2.95,13319,Mumbai,17.7,0.885,Male,Credit card
540015,21877,Health Drinks,12,04-01-2021 11:40,1.25,13319,Mumbai,15,0.75,Male,Ewallet
540015,21871,Masalas,12,04-01-2021 11:40,1.25,13319,Mumbai,15,0.75,Female,Cash
540015,22271,Soft Drinks,6,04-01-2021 11:40,2.95,13319,Mumbai,17.7,0.885,Male,Ewallet
540015,22178,Fresh Fruits,12,04-01-2021 11:40,1.25,13319,Mumbai,15,0.75,Male,Credit card
540015,22726,Cakes,4,04-01-2021 11:40,3.75,13319,Mumbai,15,0.75,Male,Credit card
540015,22727,Soft Drinks,4,04-01-2021 11:40,3.75,13319,Mumbai,15,0.75,Female,Cash
540015,79321,Chocolates,4,04-01-2021 11:40,4.95,13319,Mumbai,19.8,0.99,Female,Credit card
540015,85038,Fresh Vegetables,6,04-01-2021 11:40,2.1,13319,Mumbai,12.6,0.63,Female,Cash
540015,20725,Atta & Flour,10,04-01-2021 11:40,1.65,13319,Mumbai,16.5,0.825,Female,Ewallet
540015,20726,Rice,10,04-01-2021 11:40,1.65,13319,Mumbai,16.5,0.825,Female,Ewallet
540015,21527,Health Drinks,4,04-01-2021 11:40,7.95,13319,Mumbai,31.8,1.59,Male,Cash
540015,21539,Fish,3,04-01-2021 11:40,4.95,13319,Mumbai,14.85,0.7425,Female,Credit card
540015,22072,Noodles,4,04-01-2021 11:40,3.75,13319,Mumbai,15,0.75,Male,Ewallet
540015,84879,Fish,16,04-01-2021 11:40,1.69,13319,Mumbai,27.04,1.352,Male,Ewallet
540015,22914,Spices,3,04-01-2021 11:40,4.95,13319,Mumbai,14.85,0.7425,Male,Ewallet
540015,22913,Fresh Vegetables,3,04-01-2021 11:40,4.95,13319,Mumbai,14.85,0.7425,Female,Credit card
540015,20914,Eggs,6,04-01-2021 11:40,2.95,13319,Mumbai,17.7,0.885,Male,Credit card
540016,22862,Organic Staples,8,04-01-2021 11:42,4.25,16282,Mumbai,34,1.7,Male,Cash
540016,21527,Cakes,1,04-01-2021 11:42,7.95,16282,Mumbai,7.95,0.3975,Male,Cash
540016,21533,Cookies,1,04-01-2021 11:42,4.95,16282,Mumbai,4.95,0.2475,Male,Cash
540016,20914,Chicken,2,04-01-2021 11:42,2.95,16282,Mumbai,5.9,0.295,Male,Cash
540016,84945,Health Drinks,36,04-01-2021 11:42,0.85,16282,Mumbai,30.6,1.53,Male,Ewallet
540016,85123A,Fish,10,04-01-2021 11:42,2.95,16282,Mumbai,29.5,1.475,Male,Cash
540016,21844,Health Drinks,6,04-01-2021 11:42,2.95,16282,Mumbai,17.7,0.885,Female,Cash
540016,22851,Spices,6,04-01-2021 11:42,0.85,16282,Mumbai,5.1,0.255,Female,Cash
540016,21080,Chicken,8,04-01-2021 11:42,0.85,16282,Mumbai,6.8,0.34,Male,Cash
540016,21326,Chocolates,24,04-01-2021 11:42,0.65,16282,Mumbai,15.6,0.78,Female,Ewallet
540016,22792,Noodles,12,04-01-2021 11:42,0.85,16282,Mumbai,10.2,0.51,Female,Ewallet
540017,22222,Spices,12,04-01-2021 11:48,1.95,13963,Mumbai,23.4,1.17,Male,Credit card
540017,22342,Masalas,24,04-01-2021 11:48,0.85,13963,Mumbai,20.4,1.02,Female,Ewallet
540017,22343,Cakes,24,04-01-2021 11:48,0.21,13963,Mumbai,5.04,0.252,Male,Ewallet
540017,22473,Masalas,8,04-01-2021 11:48,1.95,13963,Mumbai,15.6,0.78,Male,Credit card
540017,22511,Rice,8,04-01-2021 11:48,1.25,13963,Mumbai,10,0.5,Male,Credit card
540017,22834,Organic Staples,24,04-01-2021 11:48,0.85,13963,Mumbai,20.4,1.02,Male,Cash
540017,35646,Chicken,24,04-01-2021 11:48,1.25,13963,Mumbai,30,1.5,Female,Cash
540017,85184C,Spices,24,04-01-2021 11:48,1.25,13963,Mumbai,30,1.5,Male,Cash
540017,85212,Breads & Buns,72,04-01-2021 11:48,0.21,13963,Mumbai,15.12,0.756,Male,Ewallet
540017,48187,Biscuits,2,04-01-2021 11:48,7.95,13963,Mumbai,15.9,0.795,Female,Cash
540017,82613D,Mutton,20,04-01-2021 11:48,0.42,13963,Mumbai,8.4,0.42,Male,Ewallet
540017,82613C,Masalas,20,04-01-2021 11:48,0.42,13963,Mumbai,8.4,0.42,Male,Ewallet
540017,20702,Health Drinks,3,04-01-2021 11:48,4.25,13963,Mumbai,12.75,0.6375,Male,Cash
540018,90112,Chicken,2,04-01-2021 12:07,0,,Mumbai,0,0,Female,Ewallet
540019,84992,Edible Oil & Ghee,24,04-01-2021 12:18,0.55,12957,Mumbai,13.2,0.66,Female,Ewallet
540019,22951,Health Drinks,24,04-01-2021 12:18,0.55,12957,Mumbai,13.2,0.66,Female,Ewallet
540019,22302,Breads & Buns,6,04-01-2021 12:18,2.55,12957,Mumbai,15.3,0.765,Female,Ewallet
540019,22303,Spices,6,04-01-2021 12:18,2.55,12957,Mumbai,15.3,0.765,Male,Credit card
540019,21985,Biscuits,24,04-01-2021 12:18,0.29,12957,Mumbai,6.96,0.348,Female,Ewallet
540019,85049C,Dals & Pulses,12,04-01-2021 12:18,1.25,12957,Mumbai,15,0.75,Male,Credit card
540019,22427,Chicken,3,04-01-2021 12:18,5.95,12957,Mumbai,17.85,0.8925,Female,Credit card
540019,22487,Chocolates,1,04-01-2021 12:18,9.95,12957,Mumbai,9.95,0.4975,Female,Credit card
540019,21868,Masalas,12,04-01-2021 12:18,1.25,12957,Mumbai,15,0.75,Female,Cash
540019,22822,Soft Drinks,2,04-01-2021 12:18,5.95,12957,Mumbai,11.9,0.595,Female,Cash
540019,84949,Breads & Buns,6,04-01-2021 12:18,1.65,12957,Mumbai,9.9,0.495,Male,Credit card
540019,21407,Atta & Flour,3,04-01-2021 12:18,4.25,12957,Mumbai,12.75,0.6375,Female,Cash
540019,21972,Noodles,12,04-01-2021 12:18,1.45,12957,Mumbai,17.4,0.87,Female,Ewallet
540019,20983,Eggs,12,04-01-2021 12:18,0.85,12957,Mumbai,10.2,0.51,Female,Cash
540019,22315,Atta & Flour,12,04-01-2021 12:18,1.25,12957,Mumbai,15,0.75,Male,Credit card
540019,22507,Dals & Pulses,4,04-01-2021 12:18,4.95,12957,Mumbai,19.8,0.99,Male,Credit card
540019,21217,Dals & Pulses,1,04-01-2021 12:18,9.95,12957,Mumbai,9.95,0.4975,Female,Ewallet
540019,22180,Fresh Fruits,2,04-01-2021 12:18,9.95,12957,Mumbai,19.9,0.995,Male,Cash
540019,47566B,Breads & Buns,5,04-01-2021 12:18,4.65,12957,Mumbai,23.25,1.1625,Female,Credit card
540019,22489,Eggs,24,04-01-2021 12:18,0.42,12957,Mumbai,10.08,0.504,Male,Ewallet
540019,22904,Fresh Vegetables,6,04-01-2021 12:18,2.95,12957,Mumbai,17.7,0.885,Female,Ewallet
540019,22610,Soft Drinks,36,04-01-2021 12:18,0.21,12957,Mumbai,7.56,0.378,Female,Ewallet
540019,21705,Cakes,12,04-01-2021 12:18,1.65,12957,Mumbai,19.8,0.99,Male,Ewallet
540019,21918,Edible Oil & Ghee,24,04-01-2021 12:18,0.42,12957,Mumbai,10.08,0.504,Male,Credit card
